fid,row_index,col_index,mission_id,Blue,Green,Red,NIR,LST_K
2,0,9,LE07_116034_20150101,0.07279999999999998,0.08127000000000001,0.07838250000000002,0.09381,270.14488286
3,0,10,LE07_116034_20150101,0.0868525,0.07739249999999998,0.07838250000000002,0.09823749999999998,271.30017362
11,1,6,LE07_116034_20150101,0.06928000000000001,0.08899750000000001,0.08173750000000002,0.10263749999999999,271.03356806
12,1,7,LE07_116034_20150101,0.06928000000000001,0.08899750000000001,0.08173750000000002,0.10263749999999999,271.03356806
13,1,8,LE07_116034_20150101,0.07984000000000002,0.08899750000000001,0.08509250000000002,0.10263749999999999,271.03356806
14,1,9,LE07_116034_20150101,0.07984000000000002,0.08127000000000001,0.08173750000000002,0.09823749999999998,271.30017362
15,1,10,LE07_116034_20150101,0.07279999999999998,0.07354250000000001,0.09518500000000002,0.10703750000000001,272.06239208
16,1,11,LE07_116034_20150101,0.07279999999999998,0.07354250000000001,0.09518500000000002,0.10703750000000001,272.06239208
17,1,12,LE07_116034_20150101,0.07632,0.08899750000000001,0.10863250000000002,0.11583749999999998,272.43837428
18,1,13,LE07_116034_20150101,0.0868525,0.1044525,0.12538,0.14221,272.43837428
19,1,14,LE07_116034_20150101,0.07984000000000002,0.08899750000000001,0.09518500000000002,0.10263749999999999,272.14100654
20,1,15,LE07_116034_20150101,0.07984000000000002,0.08899750000000001,0.09518500000000002,0.10263749999999999,272.14100654
21,1,16,LE07_116034_20150101,0.09386499999999998,0.1044525,0.115315,0.12463750000000001,270.60973358
23,2,3,LE07_116034_20150101,0.0868525,0.09287499999999999,0.09854000000000002,0.1202375,272.27430932
24,2,4,LE07_116034_20150101,0.07984000000000002,0.096725,0.09183000000000002,0.12463750000000001,272.27430932
25,2,5,LE07_116034_20150101,0.09037250000000002,0.09287499999999999,0.09854000000000002,0.13781,271.8949091
26,2,6,LE07_116034_20150101,0.07279999999999998,0.08514749999999999,0.07838250000000002,0.10703750000000001,271.4163863
27,2,7,LE07_116034_20150101,0.07279999999999998,0.08514749999999999,0.07838250000000002,0.10703750000000001,271.4163863
28,2,8,LE07_116034_20150101,0.09037250000000002,0.08514749999999999,0.08173750000000002,0.10703750000000001,271.4163863
29,2,9,LE07_116034_20150101,0.08335999999999999,0.08899750000000001,0.09518500000000002,0.11143750000000002,271.67957384
30,2,10,LE07_116034_20150101,0.08335999999999999,0.09287499999999999,0.115315,0.13340999999999997,272.43837428
31,2,11,LE07_116034_20150101,0.08335999999999999,0.09287499999999999,0.115315,0.13340999999999997,272.43837428
32,2,12,LE07_116034_20150101,0.09386499999999998,0.11215249999999999,0.16547499999999998,0.1729275,272.8177745
33,2,13,LE07_116034_20150101,0.10085,0.12367499999999998,0.17215750000000002,0.18607250000000003,272.8177745
36,2,16,LE07_116034_20150101,0.07632,0.08899750000000001,0.08847500000000003,0.10263749999999999,269.44760678
40,3,2,LE07_116034_20150101,0.09037250000000002,0.11215249999999999,0.10189500000000001,0.12463750000000001,272.2708913
41,3,3,LE07_116034_20150101,0.09037250000000002,0.11215249999999999,0.10189500000000001,0.12463750000000001,272.2708913
42,3,4,LE07_116034_20150101,0.08335999999999999,0.096725,0.09854000000000002,0.12463750000000001,272.65029152
43,3,5,LE07_116034_20150101,0.07984000000000002,0.09287499999999999,0.09518500000000002,0.12901,272.2708913
44,3,6,LE07_116034_20150101,0.0868525,0.07739249999999998,0.08847500000000003,0.11143750000000002,270.72252824
45,3,7,LE07_116034_20150101,0.0868525,0.07739249999999998,0.08847500000000003,0.11143750000000002,270.72252824
46,3,8,LE07_116034_20150101,0.06928000000000001,0.07357000000000002,0.08173750000000002,0.10263749999999999,271.10534648
47,3,9,LE07_116034_20150101,0.07632,0.08127000000000001,0.07838250000000002,0.09381,271.78211444
48,3,10,LE07_116034_20150101,0.07984000000000002,0.08514749999999999,0.10189500000000001,0.14221,272.16493268
49,3,11,LE07_116034_20150101,0.07984000000000002,0.08514749999999999,0.10189500000000001,0.14221,272.16493268
50,3,12,LE07_116034_20150101,0.07632,0.08899750000000001,0.12538,0.1465825,272.5443329
51,3,13,LE07_116034_20150101,0.08335999999999999,0.096725,0.122025,0.14221,272.5443329
54,3,16,LE07_116034_20150101,0.08335999999999999,0.09287499999999999,0.10189500000000001,0.10703750000000001,267.48224528000003
60,4,2,LE07_116034_20150101,0.07279999999999998,0.08514749999999999,0.07838250000000002,0.09823749999999998,271.88807306
61,4,3,LE07_116034_20150101,0.07632,0.08899750000000001,0.08847500000000003,0.11143750000000002,272.65029152
62,4,4,LE07_116034_20150101,0.07632,0.08899750000000001,0.08847500000000003,0.11143750000000002,272.65029152
63,4,5,LE07_116034_20150101,0.07984000000000002,0.09287499999999999,0.09183000000000002,0.11143750000000002,272.65029152
64,4,6,LE07_116034_20150101,0.06928000000000001,0.08127000000000001,0.08173750000000002,0.09381,271.48816472
65,4,7,LE07_116034_20150101,0.06928000000000001,0.08127000000000001,0.08173750000000002,0.09381,271.48816472
66,4,8,LE07_116034_20150101,0.07279999999999998,0.07357000000000002,0.07838250000000002,0.09381,271.48816472
